SOC2018Code,SOC2018Title,CIP2020Code,CIP2020Title
25-1042,"Biological Science Teachers, Postsecondary",26.1201,Biotechnology.
25-1042,"Biological Science Teachers, Postsecondary",26.1301,Ecology.
25-1042,"Biological Science Teachers, Postsecondary",26.1302,Marine Biology and Biological Oceanography.
25-1042,"Biological Science Teachers, Postsecondary",26.1303,Evolutionary Biology.
25-1042,"Biological Science Teachers, Postsecondary",26.1304,Aquatic Biology/Limnology.
25-1042,"Biological Science Teachers, Postsecondary",26.1305,Environmental Biology.
25-1042,"Biological Science Teachers, Postsecondary",26.1306,Population Biology.
25-1042,"Biological Science Teachers, Postsecondary",26.1307,Conservation Biology.
25-1042,"Biological Science Teachers, Postsecondary",26.1308,Systematic Biology/Biological Systematics.
25-1042,"Biological Science Teachers, Postsecondary",26.1310,Ecology and Evolutionary Biology.
25-1042,"Biological Science Teachers, Postsecondary",26.1399,"Ecology, Evolution, Systematics and Population Biology, Other."
25-1042,"Biological Science Teachers, Postsecondary",26.1401,Molecular Medicine.
25-1042,"Biological Science Teachers, Postsecondary",26.1501,Neuroscience.
25-1042,"Biological Science Teachers, Postsecondary",26.1502,Neuroanatomy.
25-1042,"Biological Science Teachers, Postsecondary",26.1503,Neurobiology and Anatomy.
25-1042,"Biological Science Teachers, Postsecondary",26.1504,Neurobiology and Behavior.
25-1042,"Biological Science Teachers, Postsecondary",26.1599,"Neurobiology and Neurosciences, Other."
25-1042,"Biological Science Teachers, Postsecondary",26.9999,"Biological and Biomedical Sciences, Other."
25-1042,"Biological Science Teachers, Postsecondary",30.1001,Biopsychology.
25-1042,"Biological Science Teachers, Postsecondary",30.1901,Nutrition Sciences.
25-1042,"Biological Science Teachers, Postsecondary",30.2701,Human Biology.
25-1042,"Biological Science Teachers, Postsecondary",30.4301,Geobiology.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",01.0308,Agroecology and Sustainable Agriculture.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",01.1106,Range Science and Management.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0101,"Natural Resources/Conservation, General."
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0201,"Environmental/Natural Resources Management and Policy, General."
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0205,"Water, Wetlands, and Marine Resources Management."
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0206,Land Use Planning and Management/Development.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0299,"Environmental/Natural Resources Management and Policy, Other."
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0501,"Forestry, General."
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0502,Forest Sciences and Biology.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0506,Forest Management/Forest Resources Management.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0508,Urban Forestry.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0509,Wood Science and Wood Products/Pulp and Paper Technology/Technician.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0510,Forest Resources Production and Management.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0599,"Forestry, Other."
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.0601,"Wildlife, Fish and Wildlands Science and Management."
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",03.9999,"Natural Resources and Conservation, Other."
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",13.1316,Science Teacher Education/General Science Teacher Education.
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",26.1301,Ecology.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",13.1316,Science Teacher Education/General Science Teacher Education.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",13.1337,Earth Science Teacher Education.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",30.3501,Climate Science.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",30.3801,Earth Systems Science.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",30.4101,Environmental Geosciences.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",30.5001,Mathematics and Atmospheric/Oceanic Science.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0201,Astronomy.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0202,Astrophysics.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0203,Planetary Astronomy and Science.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0299,"Astronomy and Astrophysics, Other."
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0401,"Atmospheric Sciences and Meteorology, General."
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0402,Atmospheric Chemistry and Climatology.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0403,Atmospheric Physics and Dynamics.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0404,Meteorology.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0499,"Atmospheric Sciences and Meteorology, Other."
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0601,"Geology/Earth Science, General."
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0602,Geochemistry.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0603,Geophysics and Seismology.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0604,Paleontology.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0605,Hydrology and Water Resources Science.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0606,Geochemistry and Petrology.
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0607,"Oceanography, Chemical and Physical."
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.0699,"Geological and Earth Sciences/Geosciences, Other."
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40.1101,Physics and Astronomy.
25-1052,"Chemistry Teachers, Postsecondary",13.1316,Science Teacher Education/General Science Teacher Education.
25-1052,"Chemistry Teachers, Postsecondary",13.1323,Chemistry Teacher Education.
25-1052,"Chemistry Teachers, Postsecondary",40.0501,"Chemistry, General."
25-1052,"Chemistry Teachers, Postsecondary",40.0502,Analytical Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.0503,Inorganic Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.0504,Organic Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.0506,Physical Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.0507,Polymer Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.0508,Chemical Physics.
25-1052,"Chemistry Teachers, Postsecondary",40.0509,Environmental Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.0510,Forensic Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.0511,Theoretical Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.0512,Cheminformatics/Chemistry Informatics.
25-1052,"Chemistry Teachers, Postsecondary",40.0599,"Chemistry, Other."
25-1052,"Chemistry Teachers, Postsecondary",40.0602,Geochemistry.
25-1052,"Chemistry Teachers, Postsecondary",40.1002,Materials Chemistry.
25-1052,"Chemistry Teachers, Postsecondary",51.2004,Medicinal and Pharmaceutical Chemistry.
25-1053,"Environmental Science Teachers, Postsecondary",03.0103,Environmental Studies.
25-1053,"Environmental Science Teachers, Postsecondary",03.0104,Environmental Science.
25-1053,"Environmental Science Teachers, Postsecondary",13.1316,Science Teacher Education/General Science Teacher Education.
25-1053,"Environmental Science Teachers, Postsecondary",26.1307,Conservation Biology.
25-1053,"Environmental Science Teachers, Postsecondary",26.1310,Ecology and Evolutionary Biology.
25-1053,"Environmental Science Teachers, Postsecondary",26.1399,"Ecology, Evolution, Systematics and Population Biology, Other."
25-1053,"Environmental Science Teachers, Postsecondary",30.3301,Sustainability Studies.
25-1053,"Environmental Science Teachers, Postsecondary",30.4101,Environmental Geosciences.
25-1053,"Environmental Science Teachers, Postsecondary",30.4301,Geobiology.
25-1053,"Environmental Science Teachers, Postsecondary",30.4401,Geography and Environmental Studies.
25-1053,"Environmental Science Teachers, Postsecondary",40.0509,Environmental Chemistry.
25-1054,"Physics Teachers, Postsecondary",13.1316,Science Teacher Education/General Science Teacher Education.
25-1054,"Physics Teachers, Postsecondary",13.1329,Physics Teacher Education.
25-1054,"Physics Teachers, Postsecondary",40.0299,"Astronomy and Astrophysics, Other."
25-1054,"Physics Teachers, Postsecondary",40.0508,Chemical Physics.
25-1054,"Physics Teachers, Postsecondary",40.0801,"Physics, General."
25-1054,"Physics Teachers, Postsecondary",40.0802,Atomic/Molecular Physics.
25-1054,"Physics Teachers, Postsecondary",40.0804,Elementary Particle Physics.
25-1054,"Physics Teachers, Postsecondary",40.0805,Plasma and High-Temperature Physics.
25-1054,"Physics Teachers, Postsecondary",40.0806,Nuclear Physics.
25-1054,"Physics Teachers, Postsecondary",40.0807,Optics/Optical Sciences.
25-1054,"Physics Teachers, Postsecondary",40.0808,Condensed Matter and Materials Physics.
25-1054,"Physics Teachers, Postsecondary",40.0809,Acoustics.
25-1054,"Physics Teachers, Postsecondary",40.0810,Theoretical and Mathematical Physics.
25-1054,"Physics Teachers, Postsecondary",40.0899,"Physics, Other."
25-1054,"Physics Teachers, Postsecondary",40.1101,Physics and Astronomy.
25-1054,"Physics Teachers, Postsecondary",51.2205,Health/Medical  Physics.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",30.2201,Ancient Studies/Civilization.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",30.2202,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology."
25-1061,"Anthropology and Archeology Teachers, Postsecondary",30.2299,"Classical and Ancient Studies, Other."
25-1061,"Anthropology and Archeology Teachers, Postsecondary",30.4201,Geoarcheaology.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",30.4701,Linguistics and Anthropology.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.0201,"Anthropology, General."
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.0202,Physical and Biological Anthropology.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.0203,Medical Anthropology.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.0204,Cultural Anthropology.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.0205,Forensic Anthropology.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.0299,"Anthropology, Other."
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.0301,Archeology.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.1301,Sociology and Anthropology.
25-1061,"Anthropology and Archeology Teachers, Postsecondary",45.1501,Geography and Anthropology.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0101,African Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0102,American/United States Studies/Civilization.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0103,Asian Studies/Civilization.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0104,East Asian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0105,"Russian, Central European, East European and Eurasian Studies."
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0106,European Studies/Civilization.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0107,Latin American Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0108,Near and Middle Eastern Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0109,Pacific Area/Pacific Rim Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0110,Russian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0111,Scandinavian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0112,South Asian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0113,Southeast Asian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0114,Western European Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0115,Canadian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0116,Balkans Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0117,Baltic Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0118,Slavic Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0119,Caribbean Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0120,Ural-Altaic and Central Asian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0121,Commonwealth Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0122,"Regional Studies (U.S., Canadian, Foreign)."
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0123,Chinese Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0124,French Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0125,German Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0126,Italian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0127,Japanese Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0128,Korean Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0129,Polish Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0130,Spanish and Iberian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0131,Tibetan Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0132,Ukraine Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0133,Irish Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0134,Latin American and Caribbean Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0135,Appalachian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0136,Arctic Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0199,"Area Studies, Other."
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0200,Ethnic Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0201,African-American/Black Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0202,American Indian/Native American Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies."
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0206,Asian-American Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0207,Women's Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0208,Gay/Lesbian Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0209,Folklore Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0210,Disability Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0211,Deaf Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0212,Comparative Group Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.0299,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",05.9999,"Area, Ethnic, Cultural, Gender, and Group Studies, Other."
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.1202,Cultural Resource Management and Policy Analysis.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.2201,Ancient Studies/Civilization.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.2202,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology."
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.2299,"Classical and Ancient Studies, Other."
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.2301,Intercultural/Multicultural and Diversity Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.2601,Cultural Studies/Critical Theory and Analysis.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.3601,Cultural Studies and Comparative Literature.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.4001,Economics and Foreign Language/Literature.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.4501,History and Language/Literature.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.5202,Digital Humanities.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",30.5203,Textual Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",38.0205,Islamic Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",38.0206,Jewish/Judaic Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",38.0208,Catholic Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",38.0209,Mormon Studies.
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",45.0204,Cultural Anthropology.
25-1063,"Economics Teachers, Postsecondary",01.0103,Agricultural Economics.
25-1063,"Economics Teachers, Postsecondary",30.3901,Economics and Computer Science.
25-1063,"Economics Teachers, Postsecondary",30.4001,Economics and Foreign Language/Literature.
25-1063,"Economics Teachers, Postsecondary",30.4901,Mathematical Economics.
25-1063,"Economics Teachers, Postsecondary",30.5101,"Philosophy, Politics, and Economics."
25-1063,"Economics Teachers, Postsecondary",45.0601,"Economics, General."
25-1063,"Economics Teachers, Postsecondary",45.0602,Applied Economics.
25-1063,"Economics Teachers, Postsecondary",45.0603,Econometrics and Quantitative Economics.
25-1063,"Economics Teachers, Postsecondary",45.0604,Development Economics and International Development.
25-1063,"Economics Teachers, Postsecondary",45.0605,International Economics.
25-1063,"Economics Teachers, Postsecondary",45.0699,"Economics, Other."
25-1063,"Economics Teachers, Postsecondary",45.1004,Political Economy.
25-1063,"Economics Teachers, Postsecondary",51.2007,Pharmacoeconomics/Pharmaceutical Economics.
25-1063,"Economics Teachers, Postsecondary",52.0601,Business/Managerial Economics.
25-1064,"Geography Teachers, Postsecondary",13.1332,Geography Teacher Education.
25-1064,"Geography Teachers, Postsecondary",30.4401,Geography and Environmental Studies.
25-1064,"Geography Teachers, Postsecondary",43.0407,Geospatial Intelligence.
25-1064,"Geography Teachers, Postsecondary",45.0701,Geography.
25-1064,"Geography Teachers, Postsecondary",45.0702,Geographic Information Science and Cartography.
25-1064,"Geography Teachers, Postsecondary",45.0799,"Geography, Other."
25-1064,"Geography Teachers, Postsecondary",45.1501,Geography and Anthropology.
25-1065,"Political Science Teachers, Postsecondary",30.4601,History and Political Science.
25-1065,"Political Science Teachers, Postsecondary",30.5101,"Philosophy, Politics, and Economics."
25-1065,"Political Science Teachers, Postsecondary",44.0501,"Public Policy Analysis, General."
25-1065,"Political Science Teachers, Postsecondary",44.0502,Education Policy Analysis.
25-1065,"Political Science Teachers, Postsecondary",44.0504,International Policy Analysis.
25-1065,"Political Science Teachers, Postsecondary",45.0901,International Relations and Affairs.
25-1065,"Political Science Teachers, Postsecondary",45.0902,National Security Policy Studies.
25-1065,"Political Science Teachers, Postsecondary",45.0999,"International Relations and National Security Studies, Other."
25-1065,"Political Science Teachers, Postsecondary",45.1001,"Political Science and Government, General."
25-1065,"Political Science Teachers, Postsecondary",45.1002,American Government and Politics (United States).
25-1065,"Political Science Teachers, Postsecondary",45.1004,Political Economy.
25-1065,"Political Science Teachers, Postsecondary",45.1099,"Political Science and Government, Other."
25-1066,"Psychology Teachers, Postsecondary",13.1335,Psychology Teacher Education.
25-1066,"Psychology Teachers, Postsecondary",30.1001,Biopsychology.
25-1066,"Psychology Teachers, Postsecondary",30.1701,Behavioral Sciences.
25-1066,"Psychology Teachers, Postsecondary",30.5301,Thanatology.
25-1066,"Psychology Teachers, Postsecondary",42.0101,"Psychology, General."
25-1066,"Psychology Teachers, Postsecondary",42.2701,Cognitive Psychology and Psycholinguistics.
25-1066,"Psychology Teachers, Postsecondary",42.2702,Comparative Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2703,Developmental and Child Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2704,Experimental Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2705,Personality Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2706,Behavioral Neuroscience.
25-1066,"Psychology Teachers, Postsecondary",42.2707,Social Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2708,Psychometrics and Quantitative Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2710,Developmental and Adolescent Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2799,"Research and Experimental Psychology, Other."
25-1066,"Psychology Teachers, Postsecondary",42.2801,Clinical Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2802,Community Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2803,Counseling Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2804,Industrial and Organizational Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2805,School Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2806,Educational Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2807,Clinical Child Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2808,Environmental Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2809,Geropsychology.
25-1066,"Psychology Teachers, Postsecondary",42.2810,Health/Medical Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2811,Family Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2812,Forensic Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2813,Applied Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2814,Applied Behavior Analysis.
25-1066,"Psychology Teachers, Postsecondary",42.2815,Performance and Sport Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2816,Somatic Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2817,Transpersonal/Spiritual Psychology.
25-1066,"Psychology Teachers, Postsecondary",42.2899,"Clinical, Counseling and Applied Psychology, Other."
25-1066,"Psychology Teachers, Postsecondary",42.9999,"Psychology, Other."
25-1066,"Psychology Teachers, Postsecondary",51.1505,Marriage and Family Therapy/Counseling.
25-1067,"Sociology Teachers, Postsecondary",45.0103,Survey Research/Methodology.
25-1067,"Sociology Teachers, Postsecondary",45.0501,Demography and Population Studies.
25-1067,"Sociology Teachers, Postsecondary",45.0502,Applied Demography.
25-1067,"Sociology Teachers, Postsecondary",45.0599,"Demography, Other."
25-1067,"Sociology Teachers, Postsecondary",45.1101,"Sociology, General."
25-1067,"Sociology Teachers, Postsecondary",45.1102,Applied/Public Sociology.
25-1067,"Sociology Teachers, Postsecondary",45.1103,Rural Sociology.
25-1067,"Sociology Teachers, Postsecondary",45.1199,"Sociology, Other."
25-1067,"Sociology Teachers, Postsecondary",45.1301,Sociology and Anthropology.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",04.0301,"City/Urban, Community, and Regional Planning."
25-1069,"Social Sciences Teachers, Postsecondary, All Other",04.1001,Real Estate Development.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",13.0607,Learning Sciences.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",19.1001,Work and Family Studies.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",30.2001,International/Globalization Studies.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",30.2101,Holocaust and Related Studies.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",30.2701,Human Biology.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",30.4201,Geoarcheaology.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",45.0101,"Social Sciences, General."
25-1069,"Social Sciences Teachers, Postsecondary, All Other",45.0102,Research Methodology and Quantitative Methods.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",45.0103,Survey Research/Methodology.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",45.0199,"Social Sciences, Other."
25-1069,"Social Sciences Teachers, Postsecondary, All Other",45.1103,Rural Sociology.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",45.1199,"Sociology, Other."
25-1069,"Social Sciences Teachers, Postsecondary, All Other",45.1201,Urban Studies/Affairs.
25-1069,"Social Sciences Teachers, Postsecondary, All Other",45.9999,"Social Sciences, Other."
25-1069,"Social Sciences Teachers, Postsecondary, All Other",51.3204,Medical/Health Humanities.
25-1071,"Health Specialties Teachers, Postsecondary",01.8001,Veterinary Medicine.
25-1071,"Health Specialties Teachers, Postsecondary",01.8101,"Veterinary Sciences/Veterinary Clinical Sciences, General."
25-1071,"Health Specialties Teachers, Postsecondary",01.8102,Comparative and Laboratory Animal Medicine.
25-1071,"Health Specialties Teachers, Postsecondary",01.8103,Large Animal/Food Animal and Equine Surgery and Medicine.
25-1071,"Health Specialties Teachers, Postsecondary",01.8104,Small/Companion Animal Surgery and Medicine.
25-1071,"Health Specialties Teachers, Postsecondary",01.8105,Veterinary Anatomy.
25-1071,"Health Specialties Teachers, Postsecondary",01.8106,Veterinary Infectious Diseases.
25-1071,"Health Specialties Teachers, Postsecondary",01.8107,Veterinary Microbiology and Immunobiology.
25-1071,"Health Specialties Teachers, Postsecondary",01.8108,Veterinary Pathology and Pathobiology.
25-1071,"Health Specialties Teachers, Postsecondary",01.8109,Veterinary Physiology.
25-1071,"Health Specialties Teachers, Postsecondary",01.8110,"Veterinary Preventive Medicine, Epidemiology, and Public Health."
25-1071,"Health Specialties Teachers, Postsecondary",01.8111,Veterinary Toxicology and Pharmacology.
25-1071,"Health Specialties Teachers, Postsecondary",01.8199,"Veterinary Biomedical and Clinical Sciences, Other."
25-1071,"Health Specialties Teachers, Postsecondary",01.8301,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.
25-1071,"Health Specialties Teachers, Postsecondary",13.1327,Health Occupations Teacher Education.
25-1071,"Health Specialties Teachers, Postsecondary",26.0401,Cell/Cellular Biology and Histology.
25-1071,"Health Specialties Teachers, Postsecondary",26.0403,Anatomy.
25-1071,"Health Specialties Teachers, Postsecondary",26.0404,Developmental Biology and Embryology.
25-1071,"Health Specialties Teachers, Postsecondary",26.0503,Medical Microbiology and Bacteriology.
25-1071,"Health Specialties Teachers, Postsecondary",26.0913,Biomechanics.
25-1071,"Health Specialties Teachers, Postsecondary",26.0999,"Physiology, Pathology, and Related Sciences, Other."
25-1071,"Health Specialties Teachers, Postsecondary",26.1001,Pharmacology.
25-1071,"Health Specialties Teachers, Postsecondary",26.1002,Molecular Pharmacology.
25-1071,"Health Specialties Teachers, Postsecondary",26.1003,Neuropharmacology.
25-1071,"Health Specialties Teachers, Postsecondary",26.1004,Toxicology.
