providerid,cipcode,PerEmployed2,PerEmployed4,PerEmployed8,AvgQuarterlyWage2,AvgQuarterlyWage4,AvgQuarterlyWage8,PerRetention4,PerRetention8,NumCompleted2,NumCompleted4,NumCompleted8,NumUsedWageCalc2,NumUsedWageCalc4,NumUsedWageCalc8,NumUsedRetentionCalc4,NumUsedRetentionCalc8
961,350103,0.488448844884488,0.485148514851485,0.563318777292576,2376,2931,4156,0.696296296296296,0.647058823529412,303,303,229,148,147,129,135,102
961,480508,0.666666666666667,0.791666666666667,0.625,7692.5,7273,8108,0.882352941176471,-99999,24,24,8,16,19,5,17,4
961,510714,0.656716417910448,0.8,0.75,3382.5,4620,5403,0.878048780487805,0.851851851851852,67,60,40,44,48,30,41,27
961,520203,0.911764705882353,0.903225806451613,0.916666666666667,10042,12582,10150,0.96,0.947368421052632,34,31,24,31,28,22,25,19
961,520302,0.708333333333333,0.823529411764706,0.625,8281,7684,6156,1,-99999,24,17,8,17,14,5,10,4
961,520401,0.541666666666667,0.590909090909091,0.714285714285714,7345,7209,8502.5,0.9,0.8,24,22,14,13,13,10,10,5
961,520408,0.740740740740741,0.714285714285714,0.722222222222222,4934,5527.5,6609,0.941176470588235,1,27,28,18,20,20,13,17,9
961,530201,0.735955056179775,0.733766233766234,0.689189189189189,2832,3358,4485,0.89010989010989,0.826086956521739,178,154,74,131,113,51,91,46
966,490205,0.771844660194175,0.751412429378531,0.75,9587,10795,11082,0.877862595419847,0.849315068493151,206,177,100,159,133,75,131,73
1032,320101,0.340579710144928,0.298507462686567,-99999,2093,2723,-99999,0.6,-99999,138,67,0,47,20,0,25,0
1092,110601,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,0,0,0,0,0
1092,131206,0,0,0,-99999,-99999,-99999,-99999,-99999,8,8,8,0,0,0,0,0
1092,430107,0,0,0,-99999,-99999,-99999,-99999,-99999,22,22,22,0,0,0,0,0
1092,510000,0,0,0,-99999,-99999,-99999,-99999,-99999,16,16,16,0,0,0,0,0
1092,510801,0.0666666666666667,0,-99999,-99999,-99999,-99999,-99999,-99999,15,15,3,1,0,0,0,0
1092,510802,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,4,4,0,0,0,0,0
1092,510805,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,0,0,0,0
1092,511011,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,0,0,1,0,0
1092,513902,0,0,0,-99999,-99999,-99999,-99999,-99999,16,16,15,0,0,0,0,0
1100,510000,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,0,0,0,0
1100,510801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
1100,513902,0,0,0,-99999,-99999,-99999,-99999,-99999,14,11,10,0,0,0,0,0
1100,520203,0.136363636363636,0.13953488372093,0,10088,9524,-99999,1,-99999,44,43,18,6,6,0,5,0
1100,520901,0,0,0,-99999,-99999,-99999,-99999,-99999,30,30,12,0,0,0,0,0
1104,320107,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,2,2,0,2,1
1104,350103,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,1,0,0,1,0
1109,490205,0.642857142857143,0.608695652173913,0.666666666666667,9948,10527,10195.5,0.857142857142857,1,28,23,9,18,14,6,14,6
1127,320105,0.166666666666667,0.166666666666667,-99999,-99999,-99999,-99999,-99999,-99999,6,6,4,1,1,0,1,0
1127,320107,0.285714285714286,0.571428571428571,0.8,-99999,-99999,-99999,-99999,-99999,7,7,5,2,4,4,1,1
1144,111004,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,1,1,1,1,0
1144,151201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,1,1,0,0
1146,111001,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,1,1,0,1,0
1146,513501,0.775,0.714285714285714,0.615384615384615,4434,4605,6851,0.952380952380952,0.666666666666667,40,35,13,31,25,8,21,9
1149,120401,0.5,0.616822429906542,0.761904761904762,4345,4339.5,4420.5,0.875,0.916666666666667,134,107,42,67,66,32,56,24
1149,120402,0.433333333333333,0.6,0.583333333333333,5596,5935,6828,0.923076923076923,0.666666666666667,30,25,12,13,15,7,13,9
1149,120410,0.552631578947368,0.413793103448276,0.2,6966,7790.5,-99999,0.6875,-99999,38,29,10,21,12,2,16,3
1182,110103,0.659090909090909,0.710526315789474,0.75,8580,8320,10325,1,0.888888888888889,44,38,12,29,27,9,25,9
1182,510714,0.785714285714286,0.782608695652174,0.875,4304.5,6938,5448,0.833333333333333,0.833333333333333,28,23,8,22,18,7,18,6
1182,520408,0.739130434782609,0.8,-99999,7349,6896.5,-99999,0.952380952380952,-99999,46,30,0,34,24,0,21,0
1182,520411,0.7,0.8,0.7,5734,2293,5044,1,1,10,10,10,7,8,7,6,6
1185,110901,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
1185,510705,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,2,1,2,2,2
1185,510801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,1,1,0,0
1185,511010,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,0,0,2,0,0,0,0
1185,512602,0.72972972972973,0.76,0.758620689655172,5418,5911,6950.5,0.885416666666667,0.891891891891892,185,150,58,135,114,44,96,37
1185,513902,0.849315068493151,0.798165137614679,0.87037037037037,5531,6741,6436,0.843373493975904,0.880952380952381,146,109,54,124,87,47,83,42
1200,320109,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,1,0,0,0
1200,460302,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,0,0,0,0
1200,490205,0.679389312977099,0.725274725274725,0.75,10229,12139.5,9802,0.842105263157895,-99999,131,91,16,89,66,12,38,3
1215,513501,0.875,0.75,0.823529411764706,5289,5219.5,6466,0.85,0.928571428571429,24,24,17,21,18,14,20,14
1223,190708,0.666666666666667,0.625,0.708333333333333,3836.5,3727,3677,0.933333333333333,0.866666666666667,24,24,24,16,15,17,15,15
1226,460403,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,2,0,1,0,0,1,0
1230,110501,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,2,2,1,1,1
1230,110901,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
1230,111002,0.333333333333333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6,1,1,2,0,0,0,0
1230,520205,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,1,0,0,0,0,0,0
1230,520211,0.375,0.625,0.666666666666667,-99999,16779,-99999,-99999,-99999,8,8,6,3,5,4,3,3
1230,520401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
1230,521001,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
1232,513501,0.802197802197802,0.808823529411765,0.810810810810811,4660,5640,5501,0.91304347826087,0.896551724137931,91,68,37,73,55,30,46,29
1240,111003,0.2,0.8,0.6,-99999,-99999,-99999,-99999,-99999,5,5,5,1,4,3,3,3
1240,520205,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,1,2,1,1
1250,110103,0.4,0.5,0.666666666666667,-99999,25630,30143.5,-99999,-99999,10,10,9,4,5,6,3,3
1250,110202,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,0,1,1,1
1250,110301,0.142857142857143,0.428571428571429,-99999,-99999,-99999,-99999,-99999,-99999,7,7,2,1,3,0,1,0
1250,110401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,0,2,2,0,2,0
1250,110802,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,1,2,1,1,0
1250,110901,0.705882352941177,0.785714285714286,0.909090909090909,20573,19130,18388,1,1,17,14,11,12,11,10,8,6
1250,111001,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,0,0,1,0
1250,111003,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,2,2,1,2,1
1250,261103,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
1250,500401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
1250,510716,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,1,3,3,1,3,1
1250,510801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,1,1,0,1,0
1250,520201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,0,0,0,0
1250,520401,0.555555555555556,0.733333333333333,0.833333333333333,10250,8963,9399,1,-99999,18,15,6,10,11,5,8,2
1253,190708,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,1,3,2,0,3,1
1253,520401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
1258,510701,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
1258,520201,0.523489932885906,0.67175572519084,0.758620689655172,22247,22855.5,23913,0.864406779661017,0.904761904761905,149,131,58,78,88,44,59,21
1271,490205,0.779661016949153,0.703703703703704,0.48,8382.5,8235,12094,0.857142857142857,0.785714285714286,59,54,25,46,38,12,35,14
1301,110101,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
1301,110103,0.481012658227848,0.507936507936508,0.62962962962963,18335,17022,16864,0.863636363636364,1,79,63,27,38,32,17,22,11
1301,110201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,0,0,1,0,0,0,0
1301,110202,0.363636363636364,0.333333333333333,-99999,-99999,-99999,-99999,-99999,-99999,11,9,0,4,3,0,3,0
1301,110203,0.7,0.6875,-99999,10345,9861,-99999,0.888888888888889,-99999,20,16,2,14,11,1,9,1
1301,110301,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,2,1,1,0,0,0,0
1301,110801,0.521739130434783,0.5,0.5,9709.5,14306,12415,0.777777777777778,-99999,23,18,10,12,9,5,9,3
1301,110803,0.703703703703704,0.608695652173913,-99999,4610,8323,-99999,1,-99999,27,23,3,19,14,2,12,2
1301,110901,0.576923076923077,0.55,-99999,9402,11966,-99999,0.818181818181818,-99999,26,20,3,15,11,3,11,2
1301,111002,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,0,1,1,0,0
1301,111003,0.714285714285714,0.538461538461538,-99999,6416,12587,-99999,0.666666666666667,-99999,21,13,3,15,7,2,6,2
1301,111004,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,3,1,2,1,0,1,0
1301,120401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,0,0,0,0,0
1301,141401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,0,1,0,0
1301,144501,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,0,0,0,0
1301,151001,0.625,0.625,-99999,10239,9231,-99999,-99999,-99999,8,8,0,5,5,0,3,0
1301,151201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
1301,190708,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,3,0,1,0,0,0,0
1301,220211,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,0,0,0,0
1301,220301,1,1,-99999,3772,8160,-99999,-99999,-99999,5,5,2,5,5,1,4,1
1301,220302,0.32258064516129,0.365853658536585,0.8,10643,10766,12770.5,0.7,0.909090909090909,62,41,15,20,15,12,20,11
1301,231303,0.8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,4,1,4,3,1,2,1
1301,310504,0.428571428571429,0.166666666666667,-99999,-99999,-99999,-99999,-99999,-99999,7,6,4,3,1,2,1,1
1301,310507,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,2,2,0,0
1301,410301,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
1301,460201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
1301,490202,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
1301,500701,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
1301,510601,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,0,0,0,0
1301,510706,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,1,1,0,2,1
1301,510709,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,1,1,1,1
1301,510711,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
1301,510713,0.530120481927711,0.656716417910448,0.653846153846154,7485.5,7417,7220,0.823529411764706,0.625,83,67,26,44,44,17,34,16
1301,510720,1,0.75,0.666666666666667,6781.5,5892,-99999,1,-99999,8,8,6,8,6,4,6,4
1301,510805,0.571428571428571,-99999,-99999,-99999,-99999,-99999,-99999,-99999,7,4,0,4,2,0,2,0
1301,510808,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,2,2,2,1,2,2,2
1301,510913,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
1301,511005,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,3,2,0,2,2,0,0
1301,511020,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
1301,520101,0.52,0.473684210526316,0.5,8838,9575,10983,0.7,-99999,25,19,10,13,9,5,10,3
1301,520201,0.575757575757576,0.703703703703704,0.642857142857143,14567,17999,12730,0.857142857142857,0.8,33,27,14,19,19,9,14,5
1301,520203,0.352941176470588,0.357142857142857,0.285714285714286,5461.5,3172,-99999,-99999,-99999,17,14,7,6,5,2,3,0
1301,520205,0.714285714285714,0.666666666666667,-99999,15581.5,29267,-99999,0.8,-99999,14,9,2,10,6,2,5,2
1301,520206,0.4,0.647058823529412,0.4,10810,11120,-99999,1,-99999,20,17,5,8,11,2,5,2
1301,520208,0.478260869565217,0.705882352941177,0.5,12757,12044,-99999,1,-99999,23,17,6,11,12,3,10,3
1301,520302,0.548387096774194,0.464285714285714,0.545454545454545,7352,10176,10740,0.833333333333333,-99999,31,28,11,17,13,6,12,3
1301,520305,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
1301,520401,0.545454545454545,0.60655737704918,0.631578947368421,8750,8798,13142,0.84375,0.8,66,61,19,36,37,12,32,10
1301,520402,0.428571428571429,0.6,-99999,-99999,-99999,-99999,-99999,-99999,7,5,2,3,3,1,2,1
1301,520408,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,1,1,2,1,1,1,1
1301,520411,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,0,0
1301,520803,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,1,1,0,1,0
1301,520903,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,0,0,0,0,0
1301,520907,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
1301,521001,0.547169811320755,0.642857142857143,0.727272727272727,8668,11294,10120,0.9,0.833333333333333,53,42,22,29,27,16,20,12
1301,521201,0.454545454545455,0.6,-99999,5683,15698,-99999,-99999,-99999,11,10,4,5,6,3,4,1
1301,521401,0.5,0.6,-99999,18328,22373.5,-99999,-99999,-99999,10,10,1,5,6,1,4,0
1304,150403,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
1304,150612,0.625,0.75,0.8125,9806.5,10652,10678,0.916666666666667,0.916666666666667,16,16,16,10,12,13,12,12
1304,510801,0.105263157894737,0.1875,0.4,-99999,-99999,-99999,-99999,-99999,19,16,5,2,3,2,2,2
1304,510902,0.4,0.4,-99999,-99999,-99999,-99999,-99999,-99999,5,5,1,2,2,1,1,1
1304,511009,0.314285714285714,0.474576271186441,0.689655172413793,5678,6346,6083.5,0.916666666666667,0.75,70,59,29,22,28,20,24,20
1304,513902,0.340425531914894,0.318181818181818,0.65,6023.5,6982,4273,0.8125,0.666666666666667,47,44,20,16,14,13,16,15
1304,520211,0.115384615384615,0.136363636363636,-99999,-99999,-99999,-99999,-99999,-99999,26,22,0,3,3,0,3,0
1307,320105,0.576470588235294,0.706666666666667,0.702702702702703,2454,2935,3732.5,0.785714285714286,0.833333333333333,85,75,37,49,53,26,42,18
1449,220302,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
1467,220302,0.6,0.8,0.6,6796,10943,11989.5,-99999,-99999,10,10,10,6,8,6,4,4
1467,520206,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,1,1,1,1
1507,110201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
1507,110901,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
2087,510801,0.533333333333333,0.533333333333333,0.833333333333333,5361,4915.5,6042.5,0.625,0.833333333333333,15,15,12,8,8,10,8,6
2087,510805,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
2087,510902,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,0,1,0,0
2087,510910,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
2087,511009,0.333333333333333,0.388888888888889,0.611111111111111,2589.5,7672,6398,0.571428571428571,0.714285714285714,18,18,18,6,7,11,7,7
2229,520809,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
2229,521501,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,2,2,3,2,2
2229,521701,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
2348,320105,0.384615384615385,-99999,-99999,1162,-99999,-99999,-99999,-99999,13,1,1,5,0,0,0,0
2509,090902,0,0,0,-99999,-99999,-99999,-99999,-99999,17,16,8,0,0,0,0,0
2509,520201,0,0,-99999,-99999,-99999,-99999,-99999,-99999,13,8,0,0,0,0,0,0
2528,513501,0.714285714285714,0.771428571428571,0.75,5869,6453,6746.5,0.88,0.791666666666667,35,35,32,25,27,24,25,24
2848,513501,0.545454545454545,0.702702702702703,0.571428571428571,5509,5737.5,6563.5,0.956521739130435,0.777777777777778,44,37,14,24,26,8,23,9
2928,320101,0.553191489361702,0.522727272727273,0.540540540540541,2743.5,4449,4612.5,0.652173913043478,0.65,47,44,37,26,23,20,23,20
3148,513501,0.533333333333333,0.545454545454545,-99999,7458.5,7493,-99999,0.833333333333333,-99999,15,11,0,8,6,0,6,0
3268,513501,0.80952380952381,0.842105263157895,-99999,9033,9954.5,-99999,0.928571428571429,-99999,21,19,0,17,16,0,14,0
3268,513502,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,0,1,0,0,1,0
3388,320105,0.44,0.4,-99999,3975,7159,-99999,0.8,-99999,25,15,1,11,6,1,5,1
3388,512602,0.888888888888889,0.818181818181818,-99999,3099.5,3750,-99999,0.8,-99999,18,11,4,16,9,2,10,4
3388,513902,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,1,3,2,1,1
3388,520401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,0,0,0,0
3388,520408,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,0,1,0,0
3388,520908,0.833333333333333,0.6,-99999,3061,-99999,-99999,-99999,-99999,6,5,0,5,3,0,3,0
3408,513902,0.842105263157895,0.789473684210526,0.736842105263158,5298.5,2598,3497.5,0.882352941176471,0.823529411764706,19,19,19,16,15,14,17,17
3752,490205,0.741935483870968,0.666666666666667,0.818181818181818,6205,8962,11898,0.636363636363636,0.9,31,30,11,23,20,9,22,10
4268,470603,0.457142857142857,0.534246575342466,0.631578947368421,9008,9279,8642.5,0.966666666666667,1,105,73,19,48,39,12,30,5
4268,470604,0.4,0.426470588235294,0.636363636363636,4678.5,4922,8226.5,0.866666666666667,-99999,85,68,22,34,29,14,15,3
4268,480303,0.378378378378378,0.482758620689655,0.6,7319,7571.5,7840,0.833333333333333,-99999,37,29,15,14,14,9,6,2
4348,512602,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,0,0,0,0
4628,513801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,1,0,0
4648,512602,0.752941176470588,0.791666666666667,0.9,5665,5948,6573.5,0.961538461538462,1,85,72,20,64,57,18,52,13
4648,513902,0.601731601731602,0.676923076923077,0.630952380952381,5850,5719.5,6688,0.880733944954128,0.880952380952381,231,195,84,139,132,53,109,42
4688,490205,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
4808,120401,0.652173913043478,0.637931034482759,0.657142857142857,3846,3949,4383,0.878787878787879,0.80952380952381,69,58,35,45,37,23,33,21
4808,120409,0.675,0.606299212598425,0.605263157894737,4687.5,6666,5886.5,0.855263157894737,0.755555555555556,160,127,76,108,77,46,76,45
4808,120410,0.4,0.4,-99999,-99999,-99999,-99999,-99999,-99999,5,5,4,2,2,1,2,1
4808,120413,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,2,2,2,2,2
4868,110901,0.703030303030303,0.654411764705882,0.661538461538462,8971,8585,9718,0.797872340425532,0.818181818181818,165,136,65,116,89,43,94,44
5029,110103,0.637931034482759,0.647058823529412,0.833333333333333,9000,9646,14007,0.758620689655172,1,58,51,18,37,33,15,29,11
5029,110401,0.307692307692308,0.5,0.833333333333333,-99999,15252,15625,0.8,-99999,13,10,6,4,5,5,5,4
5029,110501,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,2,0,1,1,0,0,0
5029,110901,0.666666666666667,0.727272727272727,0.64,10316,10239,12245,0.892857142857143,0.642857142857143,66,44,25,44,32,16,28,14
5029,120409,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,0,0,0,0,0
5029,301601,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,1,0,0
5029,510705,0.5,0.628571428571429,0.68,8244.5,9074.5,9872,1,0.9,44,35,25,22,22,17,16,10
5029,510706,0.5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6,3,2,3,1,2,0,0
5029,510710,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,1,0,0
5029,510713,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,0,0,2,0,0,0,0
5029,510720,0.7,0.647058823529412,-99999,8786,9617,-99999,1,-99999,40,34,0,28,22,0,18,0
5029,520302,0.69047619047619,0.682926829268293,0.76,4565,6229,9482,0.791666666666667,0.857142857142857,42,41,25,29,28,19,24,14
5029,520402,0.636363636363636,0.75,0.636363636363636,5040,6929.5,7977,0.777777777777778,0.666666666666667,33,16,11,21,12,7,9,6
5388,320101,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,0,0,0,0,0
5708,480508,0.0909090909090909,0,0.636363636363636,-99999,-99999,6470,-99999,-99999,11,11,11,1,0,7,0,0
5748,510801,0.625,0.571428571428571,-99999,4160,5478,-99999,0.818181818181818,-99999,24,21,0,15,12,0,11,0
5748,511009,0.857142857142857,1,-99999,4341,6307,-99999,-99999,-99999,7,5,0,6,5,0,4,0
5748,513501,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,3,0,2,2,0,2,0
5769,490205,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,0,1,1,0,1,0
5848,520204,0.739130434782609,0.777777777777778,-99999,5733,6657,-99999,1,-99999,23,18,0,17,14,0,10,0
5948,100303,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,2,0,2,2
5948,110201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,0,1,1
5948,110901,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,1,2,1,1
5948,111003,0.714285714285714,0.857142857142857,0.9375,19755,20670,27929,0.9375,0.928571428571429,21,21,16,15,18,15,16,14
5948,510720,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,2,2,2,2,2
5948,520302,0.7,0.7,0.823529411764706,10405.5,12186.5,12966.5,0.866666666666667,1,20,20,17,14,14,14,15,12
5948,520401,0.701754385964912,0.711538461538462,0.739130434782609,8086.5,8717,10086,0.891891891891892,0.888888888888889,57,52,23,40,37,17,37,18
5948,521201,0.684931506849315,0.728571428571429,0.8125,17695.5,19506,24462,0.9,0.966666666666667,73,70,48,50,51,39,40,30
5988,460000,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
5988,530201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
6068,110201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,0,0,0,0
6068,110901,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,2,0,1,2,0,0,0
6068,510716,0.5,0.857142857142857,0.8,6471.5,5631,-99999,-99999,-99999,12,7,5,6,6,4,3,2
6068,510720,0.454545454545455,0.727272727272727,0.625,3522,4778,3726,0.75,1,22,22,16,10,16,10,8,8
6068,510801,0.769230769230769,1,1,3636,5032.5,3962,1,-99999,13,10,5,10,10,5,5,2
6068,510805,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,2,2,1,1,1
6068,511009,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,2,0,1,1,0,1,0
6068,513902,0.785714285714286,0.805555555555556,0.75,5994,6331,5049,0.892857142857143,0.857142857142857,42,36,20,33,29,15,28,14
6068,520211,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,2,1,3,2,0,1,0
6068,520401,0.739130434782609,0.65,0.666666666666667,8199,8042,7514.5,0.833333333333333,0.8,23,20,9,17,13,6,12,5
6348,510801,0.725490196078431,0.73015873015873,0.75,5464,5679.5,6067,0.907894736842105,0.882352941176471,153,126,56,111,92,42,76,34
6348,510902,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,1,0,0
6348,510910,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
6348,511009,0.590909090909091,0.714285714285714,-99999,4519,3251,-99999,0.9,-99999,22,21,3,13,15,2,10,2
6348,513501,0.62962962962963,0.526315789473684,0.6,3644,3881,5360,1,1,27,19,15,17,10,9,9,7
6408,110501,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,0,0,0,0,0
6728,110103,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,0,0,0,0
6728,110801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,0,0,0,0
