ID,NAME,CODE,ISSUERID,DATECREATED,DATELASTMODIFIED,ISDELETED,DATEDELETED
899,National Radon Proficiency Program - Residential Measurement Certification,0919,196,,,0,
900,National Radon Proficiency Program - Residential Mitigation Certification,0920,196,,,0,
901,BOARD CERTIFICATION IN THERAPEUTIC MASSAGE & BODYWORK (BCTMB),0921,181,,02-NOV-18,0,
902,Natural,0922,79,,,0,
903,Network Administration:,0923,79,,,0,
904,Network Engineering and Design Certification Programs,0924,91,,,0,
905,Network Security,0926,79,,,0,
906,Network Technical Support,0927,79,,,0,
907,CompTIA Network+ (Net+) ,0928,96,,23-JAN-20,0,
908,Networking Concepts,0929,79,,,0,
909,Non-destructive Evaluation Inspector Certification,0930,63,,13-MAY-09,0,
910,Novell GroupWise 5.5 Administration,0931,79,,,0,
911,Novell NetWare 4.11 Administration,0932,79,,,0,
912,Novell NetWare 5.0 Administration,0933,79,,,0,
913,Nuclear Medicine Technology (N),0934,52,,02-NOV-18,0,
914,Family Nurse Practitioner,0935,8,,02-NOV-18,0,
915,Object Oriented Concepts,0936,79,,19-FEB-10,1,24-JAN-20
916,OS/2 Warp Server Administration,0937,79,,,0,
917,OS/400,0938,79,,,0,
918,Occupational Health and Safety Technologist,0939,78,,,0,
919,Oil Furnace Installation Technician Certification,0940,217,,,0,
920,Oil Furnace Service Technician Certification,0941,217,,,0,
921,On-Line Analytical Processing,0942,79,,,0,
922,One and Two Family Dwelling Building Inspector,0943,80,,,0,
923,One and Two Family Dwelling Combination Inspector,0944,80,,,0,
924,One and Two Family Dwelling Electrical Inspector,0945,80,,,0,
925,One and Two Family Dwelling Mechanical Inspector,0946,80,,,0,
926,One and Two Family Dwelling Plumbing Inspector,0947,80,,,0,
927,Open VMS,0948,79,,,0,
928,Operator Certification Program,0949,97,,,0,
929,Ophthalmic Surgical Assisting,0950,144,,,0,
930,Oracle 7.0 Administration,0951,79,,,0,
931,Oracle 8 Certified Database Administrator,0952,220,,,0,
932,Oracle 8 Database Operator,0953,220,,,0,
933,Oracle 8.0 Administration,0954,79,,,0,
934,Oracle 8i Administration,0955,79,,,0,
935,Oracle 8i Certified Database Administrator,0956,220,,,0,
936,Oracle 9i Certified Database Administrator,0957,220,,,0,
937,Oracle Application Developer - Release 2,0958,220,,,0,
938,Oracle Database Operator,0959,220,,,0,
939,Oracle Designer 6i,0960,79,,,0,
940,Oracle Developer 2000,0961,79,,,0,
941,Oracle Financials Rel 11,0962,79,,,0,
942,Oracle Forms 6.0,0963,79,,,0,
943,Oracle Internet Application Developer Release 6/6I,0964,220,,,0,
944,Oracle Internet Database Operator,0965,220,,,0,
945,Oracle Java Developer,0966,220,,,0,
806,Machining Level III - Mold Making and Die Casting Die Skills Certification,0826,202,,,0,
946,Oracle PL/SQL,0967,79,,,0,
680,IBM Certified Specialist - IBM WebSphere Host Publisher,0697,112,,,0,
681,IBM Certified Specialist - IBM e-server iSeries Solution Sales,0698,112,,,0,
682,IBM Certified Specialist - IBM e-server iSeries Technical Solutions,0699,112,,,0,
683,IBM Certified Specialist - MQSeries,0700,112,,,0,
684,IBM Certified Specialist - MQSeries Adapter Offering V1,0701,112,,,0,
685,IBM Certified Specialist - MQSeries Integrator,0702,112,,,0,
686,IBM Certified Specialist - MQSeries Integrator V2,0703,112,,,0,
687,IBM Certified Specialist - RS/6000 SP and PSSP V3,0704,112,,,0,
688,IBM Certified Specialist - RS/6000 Solution Sales,0705,112,,,0,
689,IBM Certified Specialist - Retail Store Solution Sales,0706,112,,,0,
690,IBM Certified Specialist - Retail Store Technical Solutions,0707,112,,,0,
691,IBM Certified Specialist - S/390 Parallel Sysplex Operator,0708,112,,,0,
692,IBM Certified Specialist - S/390 Parallel Sysplex Operator-Data,0709,112,,,0,
693,IBM Certified Specialist - S/390 Parallel Sysplex Systems Programmer,0710,112,,,1,23-JAN-20
694,IBM Certified Specialist - SecureWay Communications Server,0711,112,,,1,23-JAN-20
695,IBM Certified Specialist - Storage Area Network (SAN) Implementation,0712,112,,,1,23-JAN-20
696,"IBM Certified Specialist - VisualAge for Java, Professional Editition",0713,112,,,1,23-JAN-20
697,IBM Certified Specialist - Web Server for RS/6000,0714,112,,,0,
698,IBM Certified Specialist - e-business for AS/400 Technical Solutions (https://www.ibm.com/certify/),0715,112,,17-DEC-19,1,23-JAN-20
699,IBM Certified Systems Expert - Administration for IBM WebSphere,0716,112,,23-JAN-20,0,
700,IBM Certified for e-business - Solution Advisor,0717,112,,,0,
701,IBM Certified for e-business - Solution Designer,0718,112,,,0,
702,IBM Certified for e-business - Solution Technologist,0719,112,,,0,
703,IBM e-server Certified Specialist  xSeries,0721,112,,,0,
704,IBM e-server Certified Systems Expert - xSeries Linux,0722,112,,,0,
705,IBM e-server Certified Systems Expert - xSeries Novell NetWare,0723,112,,,0,
706,IBM e-server Certified Systems Expert - xSeries Service,0724,112,,,0,
707,IBM e-server Certified Systems Expert - xSeries Windows 2000,0725,112,,,0,
708,IBM e-server iSeries (AS/400),0726,112,,,0,
709,IBM e-server xSeries (Netfinity),0727,112,,,0,
710,IMS 6.0,0728,79,,,0,
711,IP Routing & Switching,0729,79,,,0,
712,IT Project+,0731,95,,,0,
713,Industrial Electronics Certification,0732,140,,,0,
714,Industrial Electronics Technician Certification,0733,103,,,0,
715,Information Systems Audit and Control Association,0734,112,,,1,13-MAY-09
716,Informix 7.X Administration,0735,79,,,0,
717,Institute of Certified Records Managers,0736,103,,,0,
718,Instructor in HVAC,0737,6,,15-APR-09,0,
719,International Certification Commission,0738,44,,15-APR-09,1,15-APR-09
720,International Certified Massage Therapist,0739,69,,,0,
721,International Society of Certified Electronics Technicians,0740,134,,,1,13-MAY-09
722,International Certified Bodywork Therapist,0741,69,,19-JUN-09,0,
723,Internationally Certified Massage Therapist,0742,68,,,1,
724,International Certified Somatic Therapist,0743,69,,19-JUN-09,0,
725,Internet Concepts,0744,79,,,0,
726,Internet Industry Knowledge,0745,79,,,1,24-JAN-20
727,Internet Security,0746,79,,,0,
728,Internet Technology Fundamentals,0747,79,,,0,
729,JCL,0748,79,,,0,
730,Java 1,0749,79,,,0,
731,Java 2,0750,79,,,0,
732,Java 2 - GUI,0751,79,,,0,
733,Java 2 - Non-GUI,0752,79,,,0,
734,Java EJB (Enterprise Java Beans),0753,79,,02-JUL-09,0,
735,Java EJB (Enterprise Java Beans),0754,79,,,1,25-FEB-10
736,Java Server Pages,0755,79,,,0,
737,JavaScript,0756,79,,,0,
738,Kickboxing Instructor Certification,0757,4,,,0,
739,LAN/WAN Communications,0758,79,,,0,
740,Medical Exercise Specialist,0759,32,,02-NOV-18,0,
741,Light Commercial Air Conditioning & Heating Certification,0760,6,,13-MAY-09,0,
742,Linux Administration (General),0761,79,,,0,
743,Linux Administration (Red Hat),0762,79,,,0,
744,Linux Administration (Red Hat);,0763,79,,,1,15-APR-09
745,Linux Administration (SuSE),0764,79,,,0,
746,Linux Programming (General),0765,79,,,0,
747,CompTIA Linux+,0766,96,,04-AUG-10,0,
748,Lotus Domino R5 Programming,0767,79,,,0,
749,Lotus Freelance Graphics 9.5,0768,79,,,0,
750,Lotus Notes 4.0 Administration,0769,79,,,0,
751,Lotus Notes 4.0 Programming,0770,79,,,0,
752,LotusScript R5 Programming,0771,79,,,0,
753,Lucent Technologies Certified Solutions Expert :  Associate,0772,148,,,1,13-MAY-09
754,Lucent Technologies Certified Solutions Expert :  Professional,0773,148,,,1,13-MAY-09
755,Lucent Technologies Certified Solutions Expert :  Specialist,0774,148,,,1,13-MAY-09
756,Lucent Technologies Certified Solutions Expert:  Associate,0775,148,,,0,
757,Lucent Technologies Certified Solutions Expert:  Professional,0776,148,,,0,
758,Lucent Technologies Certified Solutions Expert:  Specialist,0777,148,,,0,
759,Lucent Technologies Certified Technical Expert :  ATM Associate,0778,148,,,1,13-MAY-09
760,Lucent Technologies Certified Technical Expert :  ATM Special,0779,148,,,1,13-MAY-09
761,Lucent Technologies Certified Technical Expert :  Frame Relay,0780,148,,,1,13-MAY-09
762,Lucent Technologies Certified Technical Expert :  Remote Access,0781,148,,,1,13-MAY-09
763,Lucent Technologies Certified Technical Expert :  Virtual,0782,148,,,1,13-MAY-09
764,Lucent Technologies Certified Technical Expert :  Voice Over,0783,148,,,1,13-MAY-09
765,Lucent Technologies Certified Technical Expert:  ATM Associate,0784,148,,,0,
766,Lucent Technologies Certified Technical Expert:  ATM Specialty,0785,148,,13-MAY-09,0,
767,Lucent Technologies Certified Technical Expert:  Frame Relay,0786,148,,,0,
768,Lucent Technologies Certified Technical Expert:  Remote Acces,0787,148,,,0,
769,Lucent Technologies Certified Technical Expert:  Virtual,0788,148,,,0,
770,Lucent Technologies Certified Technical Expert:  Voice Over,0789,148,,,0,
771,MPEG (Moving Picture Experts Group),0790,79,,,0,
772,MS Access 2000 Programming,0792,79,,,0,
773,MS Access 97 Programming,0793,79,,,1,24-JAN-20
774,MS Exchange Server 5.5 Administration,0794,79,,,0,
775,MS Front Page 2000,0795,79,,,1,13-MAY-09
776,MS Internet Explorer 4.0 Administration,0796,79,,,0,
777,MS Internet Information Server 4.0 Administration,0797,79,,,0,
778,MS Proxy Server 2.0 Administration,0798,79,,,0,
779,MS SQL Server 6.5 Administration,0799,79,,,0,
780,MS SQL Server 6.5 Programming,0800,79,,,0,
781,MS SQL Server 7 Administration,0801,79,,,0,
782,MS SQL Server 7 Programming,0802,79,,,0,
783,MS Site Server 3.0 Administration,0803,79,,,0,
784,MS Systems Management Server 2.0 Administration,0804,79,,,0,
785,MS Visual InterDev 6.0,0805,79,,,0,
786,MS Windows 2000 Desktop Administration,0806,79,,,1,13-MAY-09
787,MS Windows 2000 Migration,0807,79,,,1,13-MAY-09
788,MS Windows 2000 Server Administration,0808,79,,,1,13-MAY-09
789,MS Windows 95 Administration,0809,79,,,1,13-MAY-09
790,MS Windows 98 Administration,0810,79,,,1,13-MAY-09
791,MS Windows Me Administration,0811,79,,,0,
792,MS Windows NT 4.0 Administration,0812,79,,,0,
793,MS Windows NT 4.0 Workstation Administration,0813,79,,,0,
794,MUMPS,0814,79,,,0,
795,Machining Level I Certification,0815,202,,,0,
796,Machining Level II - Die Making Skills Certification,0816,202,,,0,
797,Machining Level II - Machine Building Skills Certification,0817,202,,,0,
798,Machining Level II - Machine Tool Maintenance Certification,0818,202,,,0,
799,Machining Level II - Machining Skills Certification,0819,202,,,0,
800,Machining Level II - Mold Making and Die Casting Die Skills,0820,202,,,0,
801,Machining Level II - Screw Machining Skills Certification,0821,202,,,0,
802,Machining Level III - Die Making Skills Certification,0822,202,,,0,
803,Machining Level III - Machine Building Skills Certification,0823,202,,,0,
804,Machining Level III - Machine Tool Service and Repair Certification,0824,202,,,0,
805,Machining Level III - Machining Skills Certification,0825,202,,,0,
679,"IBM Certified Specialist - IBM WebSphere Host On-Demand, V4 and V5.1",0696,112,,,0,
557,ETA Journeyman (ACET Prerquisite) or Stand Alone Option,0570,96,,,1,13-MAY-09
558,ETA Journeyman Option (ACET Prerequisite),0571,103,,11-MAR-11,0,
559,ETA Journeyman Option (ACET Prerequisite),0572,103,,,1,13-MAY-09
560,ETA Stand Alone Option (can not be used as Journeyman Option),0574,42,,,1,13-MAY-09
561,Electrical Code Official,0576,80,,,0,
562,Electrical Inspector,0577,134,,,0,
563,Electrical Plans Examiner,0578,80,,,0,
564,Electronic Data Interchange,0579,79,,,0,
565,Electronic Data Interchange - IP Routing & Switching,0580,79,,13-MAY-09,0,
566,"Electronics Technicians Association, International",0581,96,,,1,15-APR-09
567,"Electronics Technicians Association, International:",0582,95,,,1,15-APR-09
568,Elevator Inspector,0583,80,,,0,
569,Emergency Medical Technician - Basic,0584,209,,,0,
570,Emergency Medical Technician - Intermediate,0585,209,,,0,
571,Emergency Medical Technician - Paramedic,0586,209,,,0,
572,Employee Assistance Certification Commission,0587,58,,,0,
573,Enterprise Resource Planning,0588,79,,,0,
574,Entry Level Protection Officer Certification,0589,136,,,0,
575,Environmental Analytical Technician Certification,0590,208,,,0,
576,FORTRAN 77,0591,79,,,0,
577,Facilities Management Administrator,0592,61,,,0,
578,Family Nurse Practitioner Certification,0593,45,,02-NOV-18,0,
579,Federal Communications Commission Commercial Operators License,0594,67,,,1,
580,Fellow of the American College of Healthcare Executives,0595,26,,,0,
581,Occupational Hearing Conservationist (OHC),0596,99,,01-JUL-09,0,
582,"Fellow, AAPC (Certified Pastoral Counselor)",0597,13,,,0,
583,"Fellow, AAPC (Mental Health Disciplines)",0598,13,,,0,
584,"Fellow, Life Management Institute",0599,146,,,0,
585,Fire Inspector I Certification,0600,198,,,0,
586,Fire Prevention Inspector I,0601,80,,,0,
587,Fire Prevention Inspector II,0602,80,,,0,
588,Fireworks 3,0603,79,,,0,
589,Fireworks 4,0604,79,,,0,
590,First Responder,0605,209,,,0,
591,TeleFitness® Internet Software Certification ,0606,4,,13-FEB-08,1,24-JAN-20
592,Flash 4,0607,79,,,0,
593,Flash 5,0608,79,,,0,
594,Flexographic Press Operator's Multi-Color Certification,0609,191,,,0,
595,Fluid Power Mechanic Certification,0610,106,,,0,
596,Fluid Power Specialist Certification,0611,106,,,0,
597,Fluid Power Technician Certification - Hydraulic,0612,106,,,0,
598,Fluid Power Technician Certification - Pneumatic,0613,106,,,0,
599,Foodservice Management Professional Certification,0614,212,,,0,
600,Fundamental Payroll Certification,0615,48,,,0,
601,Gas Furnace Installation Technician Certification,0616,217,,,0,
602,Gas Furnace Service Technician Certification,0617,217,,,0,
603,General Contractors Certification,0618,134,,,0,
604,Adult-Gerontology Clinical Nurse Specialist Certification (AGCNS-BC),0619,45,,02-NOV-18,0,
605,Gerontological Nurse,0620,45,,,1,02-NOV-18
606,Gerontological Nurse Practitioner,0621,45,,,1,02-NOV-18
607,Glazier Certification - Level 1,0622,199,,15-APR-09,0,
608,"Graduate, Realtor Institute",0623,172,,,0,
609,Grief Counselor,0624,71,,,0,
610,Grief Therapist,0625,71,,,0,
611,Group Fitness Instructor,0626,32,,02-NOV-18,0,
612,HP-MPE/ix System Administration Certification,0627,109,,,0,
613,HP-UX System Administration Certification,0628,109,,,0,
614,HP-Unix/Microsoft Windows NT Integration Certification,0629,109,,,0,
615,HTML 3.2,0630,79,,,0,
616,HTML 4.0,0631,79,,,0,
617,HVAC Air Conditioning Certification,0632,6,,,0,
618,HVAC Electrical Certification,0633,6,,,0,
619,HVAC Heat Pump Certification,0634,6,,,0,
620,HVAC Heating Certification,0635,6,,,0,
621,Certified Healthcare Financial Professional (CHFP),0636,108,,01-JUL-09,0,
622,Health Promotion Director Certification,0637,98,,,0,
623,Healthcare Financial Management Association,0638,99,,,1,15-APR-09
624,Heat Pump Installation Technician Certification,0639,217,,,0,
625,Heat Pump Service Technician Certification,0640,217,,,0,
626,Home Health Nurse,0641,45,,,1,02-NOV-18
627,Homesite 4.5,0642,79,,,0,
628,IBM Certified Advanced Technical Expert - DB2 - DRDA,0643,112,,,0,
629,IBM Certified Advanced Technical Expert - DB2 Data Replication,0644,112,,,0,
630,IBM Certified Advanced Technical Expert - DB2 for Clusters,0645,112,,,0,
631,IBM Certified Advanced Technical Expert - RS/6000 AIX,0646,112,,,0,
632,IBM Certified Developer - MQSeries,0647,112,,,0,
633,"IBM Certified Developer - XML and Related Technologies, V1",0648,112,,,0,
634,IBM Certified Enterprise Developer - IBM WebSphere Application,0649,112,,,0,
635,"IBM Certified Solution Developer - IBM VisualAge for Java, Professional",0650,112,,,0,
636,IBM Certified Solution Developer - IBM WebSphere Application Server,0651,112,,,0,
637,IBM Certified Solutions Expert - Business Intelligence,0652,112,,,0,
638,IBM Certified Solutions Expert - CICS Web Enablement,0653,112,,,0,
639,IBM Certified Solutions Expert - DB2 UDB V5 Application Developer,0654,112,,,0,
640,IBM Certified Solutions Expert - DB2 UDB V5 Database Administration,0655,112,,,0,
641,IBM Certified Solutions Expert - DB2 UDB V6.1 Application Developer,0656,112,,,0,
642,IBM Certified Solutions Expert - DB2 UDB V6.1 Database Administrator,0657,112,,,0,
643,IBM Certified Specialist - DB2 UDB V6.1 / V7.1 User,0658,112,,17-DEC-19,0,
644,IBM Certified Solutions Expert - DB2 UDB V7.1 Family Applications,0659,112,,,1,17-DEC-19
645,IBM Certified Solutions Expert - IBM Direct Talk for AIX,0660,112,,,0,
646,IBM Certified Solutions Expert - IBM Direct Talk for Windows,0661,112,,,0,
647,IBM Certified Solutions Expert - IBM WebSphere Commerce Suite V,0662,112,,,0,
648,"IBM Certified Solutions Expert - IBM WebSphere Studio, V3.5",0663,112,,,0,
649,IBM Certified Solutions Expert - IBM e-server iSeries Technology,0664,112,,,0,
650,IBM Certified Solutions Expert - MQSeries,0665,112,,,0,
651,IBM Certified Solutions Expert - MQSeries Integrator,0666,112,,,0,
652,IBM Certified Solutions Expert - MQSeries Integrator V2,0667,112,,,0,
653,IBM Certified Solutions Expert - MQSeries Workflow,0668,112,,,0,
654,IBM Certified Solutions Expert - ViaVoice,0669,112,,,0,
655,IBM Certified Specialist - AIX HACMP,0670,112,,,0,
656,IBM Certified Specialist - AIX System Administration,0671,112,,,0,
657,IBM Certified Specialist - AIX System Support,0672,112,,,0,
658,IBM Certified Specialist - AS/400 Associate System Operator,0673,112,,,0,
659,IBM Certified Specialist - AS/400 Professional System Operator,0674,112,,,0,
660,IBM Certified Specialist - AS/400 RPG IV Developer,0675,112,,,0,
661,IBM Certified Specialist - AS/400 RPG IV Programmer,0676,112,,,0,
662,IBM Certified Specialist - AS/400 RPG Programmer,0677,112,,,0,
663,IBM Certified Specialist - AS/400 Solution Sales V4R3,0679,112,,,0,
664,IBM Certified Specialist - AS/400 System Administrator,0680,112,,,0,
665,IBM Certified Specialist - Business Intelligence for AS/400 Technician,0681,112,,,0,
666,IBM Certified Specialist - Business Intelligence for RS/6000,0682,112,,,0,
667,IBM Certified Specialist - DB2 UDB V6.1/V7.1 User,0683,112,,17-DEC-19,0,
668,IBM Certified Specialist - Domino R5 for AS/400 Technical Solutions,0685,112,,,0,
669,IBM Certified Specialist - Domino for RS/6000,0686,112,,,0,
670,IBM Certified Specialist - Enterprise Disk Solutions,0687,112,,,0,
671,IBM Certified Specialist - Enterprise Tape Solutions,0688,112,,,0,
672,IBM Certified Specialist - IBM Mid-Range Storage Technical Specialist,0689,112,,,0,
673,IBM Certified Specialist - IBM Storage Sales,0690,112,,,0,
674,IBM Certified Specialist - IBM WebSphere Application Server,0692,112,,,0,
675,"IBM Certified Specialist - IBM WebSphere Application Server, Administration",0691,112,,,0,
676,IBM Certified Specialist - IBM WebSphere Commerce Suite V4.1 Cu,0693,112,,,0,
677,IBM Certified Specialist - IBM WebSphere Commerce Suite V4.1 Im,0694,112,,,0,
678,IBM Certified Specialist - IBM WebSphere Commerce Suite V5.1 Im,0695,112,,,0,
556,ETA Journeyman (ACET Prerequisite) or Stand Alone Option,0569,103,,,0,
1207,Certified Billing & Coding Specialist (CBCS),1239,249,,,0,
1208,Certified EKG Technician (CET),1239,249,,,0,
1209,Certified Medical Administrative Assistant(CMAA),1240,249,,,0,
1210,Certified Medical Laboratory Assistant (CMLA),1241,249,,,1,08-APR-14
1211,Certified Nurse Technician (CNT),1242,249,,,1,08-APR-14
1212,Certified Patient Care Technician/Assistant (CPCT/A),1243,249,,02-NOV-18,0,
1213,Certified Medical Assistant (CCMA),1244,249,,02-NOV-18,0,
1214,Certified Phlebotomy Technician (CPT),1245,249,,,0,
1215,Certified Pharmacy Technician (CPhT),1246,249,,02-NOV-18,0,
1216,Registered Healthcare Educator (RHE),1247,249,,,1,08-APR-14
1217,Mobile Electronics Certified Professional (MECP),1248,250,,11-SEP-19,0,
1218,Wireless Certification Program (WCP),1249,250,,,0,
1219,Certified Professional Coder (CPC),1250,251,,,0,
1220,Certified Professional Coder - Hospital (CPC-H),1251,251,,,0,
1221,ASCP- Phlebotomy Technician (PBT),1252,252,,,0,
1222,ASCP- Histotechnician (HT),1253,252,,,0,
1223,ASCP- Donor Phlebotomy Technician (DPT),1254,252,,,0,
1224,ASCP- Apheresis Technician (AT),1255,252,,,0,
1225,ASCP- Medical Laboratory Technician (MLT),1256,252,,,0,
1226,ASCP- Medical Technologist (MT),1257,252,,,0,
1227,ASCP- Cytotechnologist (CT),1258,252,,,0,
1228,ASCP- Histotechnologist (HTL),1259,252,,,0,
1229,ASCP- Technologist in Blood Banking (BB),1260,252,,,0,
1230,ASCP- Technologist in Chemistry ©,1261,252,,,0,
1231,ASCP- Technologist in Hematology (H),1262,252,,,0,
1232,ASCP- Technologist in Microbiology (M),1263,252,,,0,
1233,ASCP- Technologist in Molecular Pathology (MP),1264,252,,,0,
1234,ASCP- Hemapheresis Practitioner (HP),1265,252,,,0,
1235,ASCP- Specialist in Blood Banking (SBB),1266,252,,,0,
1236,ASCP- Specialist in Chemistry (SC),1267,252,,,0,
1237,ASCP- Specialist in Cytotechnology (SCT),1268,252,,,0,
1238,ASCP- Specialist in Hematology (SH),1269,252,,,0,
1239,ASCP- Specialist in Laboratory Safety (SLS),1270,252,,,0,
1240,ASCP- Specialist in Microbiology (SM),1271,252,,,0,
1241,ASCP- Specialist in Virology (SV),1272,252,,,0,
1242,ASCP- Diplomate in Laboratory Management (DLM),1273,252,,,0,
1243,ASCP- Immunohistochemistry (QIHC),1274,252,,,0,
1244,ASCP- Qualification in Cytometry (QCYM),1275,252,,,0,
1245,LTA  - Landscape Technical Assistant,1276,253,,,0,
1246,Customer Service and Sales Certification,1277,254,,20-NOV-14,0,
1247,First Aid/CPR Card,1278,255,,,0,
1248,AED Card,1279,255,,,0,
1249,First Aid/CPR Card,1280,256,,,0,
1250,AED (Automated External Defibrillation ) Card,1281,256,,,0,
1251,Housekeeping Management Certificate,1282,257,,,0,
1252,Front Office Management Certificate,1283,257,,,0,
1253,OSHA Standards - General Industry 30 Hr Course Completion Card,1284,258,,24-JUN-09,0,
1255,Full ICDL Certification,1286,259,,,0,
1254,OSHA Standards - Construction Industry 30 Hr Course Completion Card,1285,258,,24-JUN-09,0,
1256,Level 1 Certificate,1287,259,,,0,
1257,Microsoft Office 2003 Certification - Master,1288,151,,,1,12-MAY-09
1258,Microsoft Office 2003 Certification - Expert,1289,151,,,1,12-MAY-09
1259,Microsoft Office 2003 Certification - Specialist,1290,151,,,1,12-MAY-09
1260,Microsoft Office XP Certification - Master,1291,151,,,1,12-MAY-09
1261,Microsoft Office XP Certification - Expert,1292,151,,,1,12-MAY-09
1262,Microsoft Office XP Certification - Specialist,1293,151,,,1,12-MAY-09
1263,Certified Meeting Professional (CMP),1294,149,,24-FEB-10,0,
1264,Certification in Meetings Management (CMM),1295,149,,25-FEB-10,0,
1265,Certified Coding Professional,,261,18-JUL-07,,0,
1283,Learning Tree Int.: Windows® Server 2003 Security Certified Professional,,243,08-FEB-08,08-FEB-08,0,
1303,Certified Bookkeeper,,300,08-FEB-08,,0,
1323,Certified Master Logistician,,141,11-FEB-08,11-FEB-08,0,
1343,3Com Certified Wireless Expert,,1,11-FEB-08,,0,
1363,Certified Laser Professional,,7,13-FEB-08,,0,
1383,Certified Pedorthist,,14,13-FEB-08,13-FEB-08,1,02-NOV-18
1384,ACI Shotcrete Nozzleman,,30,13-FEB-08,,0,
1385,ACI Tilt-Up Certification Program,,30,13-FEB-08,,0,
1403,Personal Certified Executive Chef,,33,14-FEB-08,,1,02-NOV-18
1404,Certified Culinary Administrator ,,33,14-FEB-08,,1,02-NOV-18
1405,Certified Secondary Culinary Educator ,,33,14-FEB-08,,1,02-NOV-18
1406,Certified Culinary Educator,,33,14-FEB-08,,1,02-NOV-18
1423,ASE Certified Engine Machinist,,201,06-MAR-08,,0,
1424,ASE Certified School Bus Technician,,201,06-MAR-08,,0,
1425,ASE Certified Truck Equipment Installation & Repair Technician,,201,06-MAR-08,,0,
1426,ASE Certified Undercar Specialist,,201,06-MAR-08,,0,
1427,ASE Master Certified Engine Machinist,,201,06-MAR-08,,0,
1428,ASE Master Certified School Bus Technician,,201,06-MAR-08,,0,
1443,ASE Certified Automobile Technician,,201,12-MAR-08,,0,
1463,ASE Certified Advanced Engine Performance Specialist,,201,20-MAR-08,,0,
1464,ASE Certified Medium/Heavy Truck Technicians,,201,20-MAR-08,,0,
1465,ASE Certified Med/Heavy Vehicle Electronic Diesel Eng. Diagnosis,,201,20-MAR-08,,0,
1466,ASE Certified Estimator,,201,20-MAR-08,,0,
1467,ASE Certified Service Consultant,,201,20-MAR-08,,0,
1468,ASE Certified Collision Repai/Refinish Tech.,,201,20-MAR-08,20-MAR-08,0,
1469,ASE Master Certified Automobile Technician,,201,20-MAR-08,,0,
1470,ASE Master Certified Truck Technician,,201,20-MAR-08,,0,
1471,ASE Certified Master Collision Repair/Refinish Tech.,,201,20-MAR-08,15-APR-09,0,
1483,National Certified School Counselor (NCSC),,175,07-APR-08,02-NOV-18,0,
1503,CFOT-Certified Fiber Optic Technician,,320,31-MAR-09,,0,
1504,FOA CFxT-Certified FTTx Technician,,320,31-MAR-09,31-MAR-09,0,
1505,CPCT-Certified Premises Cabling Technician,,320,31-MAR-09,,0,
1506,AFOT-Advanced Fiber Optic Technician,,320,31-MAR-09,,0,
1507,CFOS-Fiber Optic Specialist Certifications,,320,31-MAR-09,,0,
1523,NATE-North American Technician Excellence ,,5,01-APR-09,,1,24-JAN-20
1524,EPA Refrigerant Certification,,5,01-APR-09,,0,
1525,Educational Program in Instructor Certification,,5,01-APR-09,,0,
1526,CMA (AAMA),,12,01-APR-09,,0,
1527,RMA-Registered Medical Assistant,,51,01-APR-09,,0,
1528,Real Property Administrator - RPA ®,,81,01-APR-09,23-FEB-10,0,
1529,Facilities Management Administrator - FMA ®,,81,01-APR-09,23-FEB-10,0,
1530,Systems Maintenance Administrator - SMA® ,,81,01-APR-09,23-FEB-10,0,
1531,Systems Maintenance Technician - SMT ®,,81,01-APR-09,23-FEB-10,0,
1532,BTCS - Broadband TelecomCenter Specialist,,280,01-APR-09,12-MAY-09,0,
1533,BCT - Broadband Communications Technician ,,280,01-APR-09,12-MAY-09,0,
1534,BCE - Broadband Communications Engineer ,,280,01-APR-09,12-MAY-09,0,
1535,DVEP - Digital Video Engineering Professional,,280,01-APR-09,12-MAY-09,0,
1536,Certified Safety Professional,,88,01-APR-09,,1,
1537,Certified Safety Professional,,78,01-APR-09,,0,
1543,Associate Business Continuity Professional (ABCP),,102,01-APR-09,,0,
1544,Certified Functional Continuity Professional (CFCP),,102,01-APR-09,,0,
1545,Certified Business Continuity Professional (CBCP),,102,01-APR-09,,0,
1546,Certified Business Continuity Vendor (CBCV),,102,01-APR-09,,0,
1547,Certified Information Systems Auditor (CISA) ,,113,01-APR-09,23-JAN-20,0,
1548,Certified Information Security Manager (CISM),,113,01-APR-09,23-JAN-20,0,
1549,Certified in the Governance of Enterprise IT (CGEIT),,113,01-APR-09,23-JAN-20,0,
1550,Certified applied poetry facilitator (CAPF),,157,01-APR-09,,0,
1551,Certified poetry therapist (CPT),,157,01-APR-09,,0,
1552,Registered poetry therapist (PTR),,157,01-APR-09,,0,
1553,Certified Automotive Fleet Manager (CAFM),,163,01-APR-09,,0,
1554,Certified Fleet Manager (CFM),,163,01-APR-09,,0,
1555,Regulatory Affairs Certification (RAC),,230,01-APR-09,,0,
1556,RAC General Scope (GS),,230,01-APR-09,,1,23-JAN-20
1563,Chartered Property Casualty Underwriters,,37,01-APR-09,,0,
1583,3Com Certified Solutions Associate,,1,16-APR-09,,0,
1584,3Com Certified Solutions Expert,,1,16-APR-09,,0,
1585,Adobe Certified Expert (ACE),,340,16-APR-09,,0,
1586,Adobe Certified Training Provider (ACTP),,340,16-APR-09,,0,
1587,Alcatel Certified Switch Expert (ACSE),,341,16-APR-09,,0,
1588,Alcatel Certified Switch Specialist (ACSS),,341,16-APR-09,,0,
